Section,Databundelcode,Record ID,Uitvalreden,Informatie
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189545T140528N_3045,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189545T141433N_3048,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189545T141579N_3086,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189545T141587N_3093,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546O_3103,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546T107199N_3105,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546T107388N_3107,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546T124929N_3109,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546T138333N_3111,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546T140295N_3122,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546T140302N_3124,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546T140480N_3173,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546T140509N_3176,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189546T141433N_3180,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547O_3188,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T107199N_3190,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T107388N_3192,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T107392N_3194,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T123776N_3196,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T124913N_3198,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T124929N_3200,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T1360N_3202,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T138333N_3204,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T140295N_3226,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T140302N_3228,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T141433N_3231,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T141587N_3235,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189547T146955N_3244,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189548O_3245,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189548T124929N_3248,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189548T138333N_3250,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189548T141908N_3255,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550O_3267,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T107199N_3269,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T107232N_3270,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T107388N_3272,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T123776N_3274,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T124319N_3276,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T124913N_3278,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T124929N_3280,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T1360N_3282,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T138333N_3284,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T138963N_3289,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T140295N_3290,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T140301N_3292,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T140302N_3295,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T141433N_3302,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T141595N_3305,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T141908N_3311,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189550T151894N_3328,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551O_3331,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551T107388N_3334,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551T107392N_3336,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551T123776N_3338,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551T124929N_3340,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551T1360N_3342,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551T138333N_3344,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551T140295N_3353,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551T141433N_3355,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189551T141587N_3358,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189552O_3365,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189552T107388N_3368,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189552T124929N_3370,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189552T138333N_3372,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189552T140295N_3373,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189552T140301N_3375,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553O_3380,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T107381N_3383,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T107388N_3385,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T107392N_3387,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T123776N_3389,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T124929N_3391,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T1360N_3393,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T138333N_3395,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T139604N_3398,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T140295N_3400,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T140301N_3402,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T141579N_3405,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T141587N_3408,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189553T141595N_3411,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555O_3429,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555T107199N_3431,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555T107381N_3433,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555T107388N_3435,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555T107392N_3437,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555T123776N_3439,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555T138333N_3441,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555T140301N_3452,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555T140302N_3515,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189555T141908N_3520,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556O_3532,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556T107199N_3534,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556T107281N_3536,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556T107388N_3538,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556T123776N_3540,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556T124929N_3542,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556T138333N_3544,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556T139604N_3561,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556T141587N_3573,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189556T141595N_3579,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559O_3688,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T107199N_3690,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T107232N_3691,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T107388N_3693,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T107392N_3695,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T123776N_3697,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T124319N_3699,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T124913N_3701,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T124929N_3703,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T1360N_3705,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T138333N_3707,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T140295N_3711,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T140300N_3713,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T140301N_3716,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189559T141908N_3719,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189564O_3849,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189564T107381N_3852,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189564T138333N_3854,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189564T140295N_3858,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189564T140301N_3860,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189564T141908N_3887,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189567O_3999,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189567T107199N_4001,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189567T107277N_4003,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189567T107381N_4005,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189567T107388N_4007,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189567T138333N_4009,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189567T139604N_4012,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189567T141595N_4014,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189568O_4021,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189568T107199N_4023,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189568T107232N_4024,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189568T107388N_4026,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189568T138333N_4028,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189568T141595N_4030,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189568T141908N_4034,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189569O_4036,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189569T107388N_4039,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189569T138333N_4041,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189569T140301N_4044,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189571O_4112,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189571T107388N_4115,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189571T138333N_4117,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189571T140301N_4141,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189571T141595N_4143,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189572O_4150,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189572T107199N_4152,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189572T107388N_4154,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189572T124929N_4156,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189572T138333N_4158,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189572T139604N_4197,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189572T140528N_4200,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189575O_4224,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189575T107232N_4226,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189575T107381N_4228,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189575T107388N_4230,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189576O_4231,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189576T999997N_4233,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189577O_4234,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189577T107381N_4237,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189578O_4238,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189578T107381N_4241,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189578T138333N_4243,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189578T138998N_4260,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189578T141579N_4263,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189584O_4440,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189584T107199N_4442,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189584T107232N_4443,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189584T138333N_4445,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189584T139604N_4449,geen validatieregel,geen enkele validatieregel van toepassing
Regel controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_189584T151616N_4452,geen validatieregel,geen enkele validatieregel van toepassing
